PNword	review
깔	오 자마자 윈도우 깔 고 업 데 ㅅ ㅎ ㅜ 노트북 으로 후기 올리 ㅂ니다
설치	프리도스 상품 이랑 윈도우 설치 하 는데 조금 버벅 인 것 말 고 맹 ㅜ 만족 하 ㅂ니다
깔	윈도우 깔 아 보 고 또 한번 기쁨 을 누리 겠 습니다
설치	하루 만 에 배송 받 고 윈도우 설치 하 고 지금 사용 중 이 ᆫ데 무난 하 게 사용 중 이 ㅂ니다
설치	받 자마자 윈도우 설치 하 고 인터넷 하 고 있 어요
설치	윈도우 무 설치 로 사 아서 첨 에 usb 를 못 잡 아서 하 아 매 었 는데 무사히 설치 완료 하 았 네요 가성비 최고 이 ㅂ니다 
설치	윈도우 무 설치 로 사 아서 첨 에 usb 를 못 잡 아서 하 아 매 었 는데 무사히 설치 완료 하 았 네요 가성비 최고 이 ㅂ니다
깔	윈도우 깔 고 사용 잘 하 ᆫ게 요
설치	아직 윈도우 는 설치 안 하 아서 검 은 화면 그대로 이 ㅂ니다
깔	오늘 윈도우 깔 고 쓰 고 있 어요 좋 네요
설치	그런데 윈도우 설치 하 ᆯ 때 gpt 로 초기 화 한 부팅디스크 를 쓰 었 는데 기존 원래 깔 아 지 어 있 던 드라이버 ( 
깔	그런데 윈도우 설치 하 ᆯ 때 gpt 로 초기 화 한 부팅디스크 를 쓰 었 는데 기존 원래 깔 아 지 어 있 던 드라이버 (
설치	처음 쓰 어 보 는 노트북 이 ᆫ데 정말 잘살 ㄴ 것 같 아요 살 자마자 윈도우 설치 하 고 부팅속도 보고 너무 깜짝 놀라 았 네요 이 가격 에 이 사양 의 노트북 을 구매 하 ᆯ 수 있 다니 너무 좋 네요 다 들 고민 은 배송 만 늦 어 지 ᆯ 뿐 바로 구매 하 시 어요
깔	윈도우 후딱 깔 고 잘 사용 중 이 ㅂ니다
설치	배송 이 아주 빠르 ㅂ니다 상판 이 알루미늄 소재 이 라 고급스럽 고 무엇 보다 가성비 는 최고 이 ㅂ니다 윈도우 설치 쉽 게 하 고 아주 잘 돌아가 ㅂ니다
설치	바로 가지 고 있 던 윈도우 설치 하 았 는데 아주 만족스럽 습니다
설치	조 아요 받 자마자 윈도우 랑 한글 설치 하 고 와이파이 설치 하 아서 방금 테스트 하 아 보 았 는데 엄청 빠르 고 잘 되 네 영 
설치	조 아요 받 자마자 윈도우 랑 한글 설치 하 고 와이파이 설치 하 아서 방금 테스트 하 아 보 았 는데 엄청 빠르 고 잘 되 네 영
설치	윈도우 설치 ㅎ ㅜ 아무런 문제 없이 쌩쌩 잘 돌아가 ㅂ니다
설치	윈도우 잘 설치 되 고 불량 은 없 어 보이 어요
깔	윈도우 깔 는데 애먹 었 지만
설치	최신 버전 윈도우 설치 하 시 어요
설치	받 자마자 윈도우 설치 ㅎ ㅜ 사용 하 았 는데 문제없이 잘 되 ㅂ니다 
문제없이	받 자마자 윈도우 설치 ㅎ ㅜ 사용 하 았 는데 문제없이 잘 되 ㅂ니다
설치	배송 도 목요일 에 시키 었 는데 토요일 에 바로 받 았 습니다 칼 배송 감사합니다 노트북 도 완전 맘 에 들 이 어요 윈도우 잘 설치 하 고 잘 사용 중 이 ㅂ니다 감사합니다
설치	도스 상태 이 라 윈도우 설치 하 ᆫ다고
깔	애초 에 윈도우 깔 기 도 전 에 발생 하 면 메인보드 문제 이 ᆯ 가능 성 높 은데 도 ssd 문제 이 라고 우기 던데 엔지니어 맞 는지 도 의심 스럽 습니다
설치	받 자마자 윈도우 설치 하 고 잘 사용 중 이 ㅂ니다 디자인 도 이쁘 고 , 배송 도 빠르 아서 좋 네요 감사합니다
설치	색상 : 블루 윈도우 는 아직 설치 하 지 않 았 어요 마감 상태 좋 고 친구 들 이 예쁘 다고 하 네요
설치	윈도우 설치 인 줄 알 았 는데
깔	윈도우 깔 고 드라이버 들 설치 하 니 잘 되 요 
설치	윈도우 깔 고 드라이버 들 설치 하 니 잘 되 요
설치	윈도우 설치 는 남편 이 하 아 주 어서 생각 보다 저렴 하 게 구입 하 아서 기분 이 너무 좋 습니다
설치	라 이제 ᆫ 이 라 드라이버 설치 가 좀 마음 에 걸리 었 는데 윈도우 깔 고 나서 어 자동 으로 다 알 아서 잡 았 고 레노버 업데이트 프로그램 으로 나머지 드라이버 잡 아 주 니 깔끔 하 게 잡히 더군요 상당히 편리 하 았 습니다 
깔	라 이제 ᆫ 이 라 드라이버 설치 가 좀 마음 에 걸리 었 는데 윈도우 깔 고 나서 어 자동 으로 다 알 아서 잡 았 고 레노버 업데이트 프로그램 으로 나머지 드라이버 잡 아 주 니 깔끔 하 게 잡히 더군요 상당히 편리 하 았 습니다
깔	받 자마자 윈도우 깔 고 실행 하 아 보 았 는데 가격 대비 대만족 입 이 다 좋 은 제품 감사 하 아요
설치	이벤트기간 에 구매 하 아서 수령 ㅎ ㅜ 윈도우 까지 설치 하 았 습니다 전체 적 으로 만듦새 는 좋 아 보이 ㅂ니다 좀 더 쓰 어 보 아야 알 겠 지만 왼쪽 팜 레 스트 부분 열감 과 배터리 타임 이 5 시간 정도 로 찍히 는데 원래 그런 것 이 ᆫ지 는 좀 더 쓰 어 보 아야 알 겠 네요
설치	처음 바이오스 들어가 았 을 때 와 도스 화면 에서 냉각 팬 이 마구 최대 치 로 돌 길래 불량 이 아니 ᆫ가 걱정 되 었 지만 다행히 윈도우 설치 ㅎ ㅜ 에 는 괜찮 더군요
